username,url,view1,view2,view3,view4,view5,view6,view7,view8,view9,view10
jarinpat,https://www.tiktok.com/@jarinpat,0,0,0,0,0,0,0,0,0,0
caterinavalentinovip,https://www.tiktok.com/@caterinavalentinovip,0,0,0,0,0,0,0,0,0,0
romain.fre,https://www.tiktok.com/@romain.fre,0,0,0,0,0,0,0,0,0,0
tucumber792,https://www.tiktok.com/@tucumber792,0,0,0,0,0,0,0,0,0,0
klinhnd,https://www.tiktok.com/@klinhnd,0,0,0,0,0,0,0,0,0,0
l_liaa5,https://www.tiktok.com/@l_liaa5,0,0,0,0,0,0,0,0,0,0
chiemthanhlich,https://www.tiktok.com/@chiemthanhlich,0,0,0,0,0,0,0,0,0,0
libbyfckinlibster,https://www.tiktok.com/@libbyfckinlibster,0,0,0,0,0,0,0,0,0,0
thatgirlshanby,https://www.tiktok.com/@thatgirlshanby,0,0,0,0,0,0,0,0,0,0
mimi.jimenez,https://www.tiktok.com/@mimi.jimenez,0,0,0,0,0,0,0,0,0,0
weardemureph,https://www.tiktok.com/@weardemureph,0,0,0,0,0,0,0,0,0,0
radincool,https://www.tiktok.com/@radincool,0,0,0,0,0,0,0,0,0,0
chunli.manschot,https://www.tiktok.com/@chunli.manschot,0,0,0,0,0,0,0,0,0,0
lucymair_,https://www.tiktok.com/@lucymair_,0,0,0,0,0,0,0,0,0,0
fashionstyle.88,https://www.tiktok.com/@fashionstyle.88,0,0,0,0,0,0,0,0,0,0
chincillademure,https://www.tiktok.com/@chincillademure,0,0,0,0,0,0,0,0,0,0
thisischiqs,https://www.tiktok.com/@thisischiqs,0,0,0,0,0,0,0,0,0,0
mamiococha_,https://www.tiktok.com/@mamiococha_,0,0,0,0,0,0,0,0,0,0
netflixph,https://www.tiktok.com/@netflixph,0,0,0,0,0,0,0,0,0,0
chicdamesm,https://www.tiktok.com/@chicdamesm,0,0,0,0,0,0,0,0,0,0
